image,text
https://github.com/heranmane/label_studio_images/tree/main/twitter_data/mixed_images/2018mixed/1026169924161548288g.png,The feds out here protecting and escorting the kkk out in DC and y’all rl expect us to respect y’all? Tuh https://t.co/kKPGCN9kvM
https://github.com/heranmane/label_studio_images/tree/main/twitter_data/mixed_images/2018mixed/1026171266577788929g.png,"@CCMS_SFU @vanmuralfest Design by Graphic Artist Doaa Jamal . . . Mural Maker Taping Showcasing Presence &amp; Art of The Muslim Community in #Vancouver, 123 E 8th Ave Vancouver Mural Festival / Centre for Comparative Muslim Studies at SFU Aug 4 2018 | #VancouverMuralFestival #vanmuralfest #cdnmuslims https://t.co/QXrEnAKuFN"
https://github.com/heranmane/label_studio_images/tree/main/twitter_data/mixed_images/2018mixed/1026171998345601025g.png,Man im getting my oil changed and this dude got his arm in his shirt because its cold....so i thought This nigga only got one arm fareal. https://t.co/tdflEYF2QN
https://github.com/heranmane/label_studio_images/tree/main/twitter_data/mixed_images/2018mixed/1026173034204262400g.png,"@CCMS_SFU @vanmuralfest Design by Graphic Artist Doaa Jamal . . . Mural Painters! Showcasing Presence &amp; Art of The Muslim Community in #Vancouver, 123 E 8th Ave Vancouver Mural Festival / Centre for Comparative Muslim Studies at SFU August 4 2018 | #VancouverMuralFestival #vanmuralfest #cdnmuslims https://t.co/ltTKHyfyJo"
https://github.com/heranmane/label_studio_images/tree/main/twitter_data/mixed_images/2018mixed/1026173170431287296g.png,A young Iranian woman is beaten up by the country's female Islamic morality police. Her crime? She did not cover her hair fully and let part of it show under the regimes's compulsory hijab law. https://t.co/eVnKBC8kc0 Via @Dr_Rafizadeh
https://github.com/heranmane/label_studio_images/tree/main/twitter_data/mixed_images/2018mixed/1026174036403937280g.png,Listening to Slaves Of Pain by @sepulturacombr on @PandoraMusic https://t.co/h8raeUOjdD https://t.co/757qXjRqWw
https://github.com/heranmane/label_studio_images/tree/main/twitter_data/mixed_images/2018mixed/1026174291476447232g.png,Taking a stroll through Cherokee Park before I send @Ka10Evans back to Nashville 🛣 https://t.co/09eI4rhy1Q
https://github.com/heranmane/label_studio_images/tree/main/twitter_data/mixed_images/2018mixed/1026175290345701376g.png,"@cxchetona @x89centburritox Of course, because we're all racist gtfoh https://t.co/PGeMK8hTQ5"
https://github.com/heranmane/label_studio_images/tree/main/twitter_data/mixed_images/2018mixed/1026176042782937088g.png,full sew in w/chinese bang #hairbydeee🤪 https://t.co/XAAvW2ffeU
https://github.com/heranmane/label_studio_images/tree/main/twitter_data/mixed_images/2018mixed/1026176647836459008g.png,"Gay me to straight coworker- I'm gonna run grab a Juul pod, I'll be right back Coworker- I got you, I have some in my pocket Me- what flavor? Coworker- tobacco Me- https://t.co/SXqSfN92Zt"
https://github.com/heranmane/label_studio_images/tree/main/twitter_data/mixed_images/2018mixed/1026177450793947136g.png,#BuildTheDamnWall https://t.co/FCeEzSv3er
https://github.com/heranmane/label_studio_images/tree/main/twitter_data/mixed_images/2018mixed/1026181700496371712g.png,Best Waffles in Chicago! 🍽❤️The Chocolate Sanctuary! #SundayBrunch https://t.co/GU32X4KxQg
https://github.com/heranmane/label_studio_images/tree/main/twitter_data/mixed_images/2018mixed/1026182234410311681g.png,Batman be struggling with this nigga and Y’all Batman fans think he can beat black panther ?? https://t.co/rmOkWjrZbh
https://github.com/heranmane/label_studio_images/tree/main/twitter_data/mixed_images/2018mixed/1026182722451124224g.png,"@NotcherBizness @OkieHen @Woozle_Hunter @kimsey_n @johnnyonio @Shaun_Girk @Strutstuff1 @JdtwoD @gwyndolibsoc @StGregs @LarsToralfS @TeamHudson11 @MnNewz @LibsNoFun @pRESIDENT_ALIEN @Gibbsdithers @LylajoyRose @ArmyVet1775 @MicheleJayUSA @navvento @AIllinoi @bellyofthe @ChelleMyBelle71 @CrunchyBobJones @AmericaWillSurv @Lanna70115 @MrLTavern @roadtosingapore @annaleclaire @Katrina89740103 @PatriciaBride @Adri64307529 @eScene_it @Mauvais_Fille @Sandy_Beach3001 @PastorKelly822 @dontevereadonme @Azzy_didi @JustNWashington @Mike64ekiM @RidgeKayser @iamqueenfran @ashlandre10 @l_pavlatos @Carpedonktum @eagleattax @DoNotForget911 @bilwil1963 @red_pill_show @justadhimmi Wait, but I thought Republicans were Nazis??? Wut? https://t.co/c29a2xA0aO"
https://github.com/heranmane/label_studio_images/tree/main/twitter_data/mixed_images/2018mixed/1026186564466925568g.png,"Getting surprisingly comfy writing in Japanese. Kanji are fun, though sometimes an extra half dozen strokes for a fancy character instead of a two stroke kana feels odd. Grammar is coming along though I'm only 3 chapters into Genki I. Still, progress is progress. https://t.co/YcH8TckRk3"
https://github.com/heranmane/label_studio_images/tree/main/twitter_data/mixed_images/2018mixed/1026186894827114496g.png,"sweet vegan yogurt drinks are a game changer, but I want a company to make savory vegan yogurt drinks, yogurt soda, and labneh like the ones my Arab-ass I grew up with 😭 https://t.co/3Tb6Tm47v6"
https://github.com/heranmane/label_studio_images/tree/main/twitter_data/mixed_images/2018mixed/1026187078319714312g.png,@perfectsliders @kathy140898 Abolish illegals send em back https://t.co/BOcjfVN7qx
https://github.com/heranmane/label_studio_images/tree/main/twitter_data/mixed_images/2018mixed/1026187708253786113g.png,#Opinión Tinta Negra… *No dan una…* De: @AlfredoGuevara0 https://t.co/1RTbka1zYt #NuevoLaredo #NLD #FelizDomingo #Reynosa #Matamoros #CdVictoria #Tampico #CdMadero #Altamira #Coahuila #Durango #CDMX #Edomex #Monterrey #NuevoLeon #Puebla #Queretaro #veracruz #Tamaulipas https://t.co/kfH7STUQPx
https://github.com/heranmane/label_studio_images/tree/main/twitter_data/mixed_images/2018mixed/1026187852701425664g.png,Niggas be hysiding 😂 https://t.co/0qv5tBVCML
https://github.com/heranmane/label_studio_images/tree/main/twitter_data/mixed_images/2018mixed/1026189421723377664g.png,@Isradiant somali parents with one kid? https://t.co/00UStz0Ukm
https://github.com/heranmane/label_studio_images/tree/main/twitter_data/mixed_images/2018mixed/1026189436688781313g.png,We are proud to be new Mexicanos. The feelings are mutual between us all. Mexico is strong and united. Mexico will flourish despite Trump and his games. Sorry US you are letting this fool destroy you. #Resist #MichaelAvenatti #SmartDissent #Impeachtrump https://t.co/GyhU60wFq4
https://github.com/heranmane/label_studio_images/tree/main/twitter_data/mixed_images/2018mixed/1026190833475837952g.png,"@justconnor @RTMoney_ @KaitMarieox ""Antagonism"" toward another race, which she is obviously showing in her tweets. Now picture a white man making the same tweets and replace ""black"" with ""white"". https://t.co/Rw1rbtIE9q"
https://github.com/heranmane/label_studio_images/tree/main/twitter_data/mixed_images/2018mixed/1026191398930800640g.png,Searching for buried treasure. #vacation #bahamas https://t.co/wy5xWrX8E2
https://github.com/heranmane/label_studio_images/tree/main/twitter_data/mixed_images/2018mixed/1026192579975671808g.png,"Feliz Domingo, familia Záizar, los queremos mucho. ... @hermanoszaizar @victor_zaizar @zaizarlaura @zaizarjuan #mexicocity #fiesta #color #celebraciones #patriotic https://t.co/akG84tAVqa"
https://github.com/heranmane/label_studio_images/tree/main/twitter_data/mixed_images/2018mixed/1026195809723981824g.png,We cannot turn a blind eye to the injustices to which immigrant minors in our custody are being subjected. America can and should be better than this. https://t.co/dNG6Yzwdk8 https://t.co/yQnOKPp1lU
https://github.com/heranmane/label_studio_images/tree/main/twitter_data/mixed_images/2018mixed/1026195923620245504g.png,DONALD TRUMP RACIALLY MOTIVATED ATTACKING BLACK AMERICA PERIOD. IT DOESN'T MATTER WHO THEY ARE.WAKE UP YOU WHINING CRYBABY BLACK CLERGYMEN DEFENDING HIS RACIST POLICIES. HE DOESN'T GIVE A RAT'S BEHIND ABOUT ANYBODY BUT HIMSELF. HE IS TRYING TO SAVE HIS ON SKIN. https://t.co/QBVePjrZwM
https://github.com/heranmane/label_studio_images/tree/main/twitter_data/mixed_images/2018mixed/1026196667752689664g.png,Estúpido y sensual relleno negro. https://t.co/4cao8O9d8l
https://github.com/heranmane/label_studio_images/tree/main/twitter_data/mixed_images/2018mixed/1026200018003185665g.png,This boy is ABUSING niggas out there blood https://t.co/FovpINSN3X
https://github.com/heranmane/label_studio_images/tree/main/twitter_data/mixed_images/2018mixed/1026201062070398976g.png,"#FakeMythicalCreatureFacts Donald Trump To Deport All Zombies, Mutants, Leprechauns, Unicorns and Headless Space Aliens! https://t.co/s6USDfgLGQ Except one. The Donald has to ride a headless #spacealien #mutantzombie #unicorn to work in the morning--no question about it. https://t.co/7hKURxiJBy"
https://github.com/heranmane/label_studio_images/tree/main/twitter_data/mixed_images/2018mixed/1026202429568761857g.png,"Superior Court Judge Erica Tindill, of #CT discusses the role of local courts in immigration debate. #CSGERC2018 #Immigration101 https://t.co/9BhifJnjEG"
https://github.com/heranmane/label_studio_images/tree/main/twitter_data/mixed_images/2018mixed/1026203209730150400g.png,"Her in particular, this was a group of PoC “representing”. Their group consisted of about 5 of them. I couldn’t resist, but to get a picture of them. Shortly she would flip me off but what followed... https://t.co/6nNeit7UWw"
https://github.com/heranmane/label_studio_images/tree/main/twitter_data/mixed_images/2018mixed/1026203700484825093g.png,Middle aged white people are absolutely wildin today on Facebook and I’m just not feeling it https://t.co/dl9AtUoyeA
https://github.com/heranmane/label_studio_images/tree/main/twitter_data/mixed_images/2018mixed/1026204054362443777g.png,Cuban dance lessons at Central and 20th... I love #OpenStreetsMpls https://t.co/voXyJmmhF6
https://github.com/heranmane/label_studio_images/tree/main/twitter_data/mixed_images/2018mixed/1026205846148014080g.png,@CliveLBaker @simonerzim Seems pretty free to me. The only hypocrisy I see is lying about the reality of what it’s actually like in Israel while ignoring that the basic laws of “Palestine” call for an Islamic state where the principles of Shari’a shall be the main source of legislation https://t.co/zHmNZDdj8Y
https://github.com/heranmane/label_studio_images/tree/main/twitter_data/mixed_images/2018mixed/1026206103770726402g.png,#HappyNationalSistersDay you queer https://t.co/WE2qP4zxAY
https://github.com/heranmane/label_studio_images/tree/main/twitter_data/mixed_images/2018mixed/1026206686216765441g.png,"Next was I. M. I swear I was so fucking DUMB. I went up to him, said “I. Am what I. Am what’s up bro thank you so much!” and he was like “ayyeee what’s up” Really nigga??... you say his own phrase to him??... no individuality! Hope you gotta do better. https://t.co/k5lQEBvjgK"
https://github.com/heranmane/label_studio_images/tree/main/twitter_data/mixed_images/2018mixed/1026206784564985856g.png,.@EDUCATAM: #SET distribuye Libros de Texto Gratuitos para el ciclo escolar 2018-2019 https://t.co/rGLBTgmIkk #NuevoLaredo #NLD #FelizDomingo #Reynosa #Matamoros #CdVictoria #Tampico #Madero #Coahuila #CDMX #Edomex #Monterrey #NuevoLeón #Puebla #Queretaro #Veracruz #Tamaulipas https://t.co/MCiz294zkh
https://github.com/heranmane/label_studio_images/tree/main/twitter_data/mixed_images/2018mixed/1026208965309415424g.png,"The only kind of ice getting support at today's annual Ecuadorian parade up a sun-scorched Northern Blvd. in Jackson Heights was of the cold, cubed variety. https://t.co/G0IBSUtiiB"
https://github.com/heranmane/label_studio_images/tree/main/twitter_data/mixed_images/2018mixed/1026209233002319877g.png,"#LATTITUDE is the only large scale #event, envisioned, created and run by #Latinos. Driven by the #AmericanLatino #movers &amp; #shakers of #media, #politics, #sports, the #arts, technology, #entertainment, culture, and lifestyle, many will be present, to share their stories! https://t.co/xHqukbEzbF"
https://github.com/heranmane/label_studio_images/tree/main/twitter_data/mixed_images/2018mixed/1026211953180438528g.png,@KTHopkins @LVNancy Never forget the brave young women who fought and died protesting against the Mullahs who gain massive wealth from Iranian oil revenues... https://t.co/Ie3fr43z5h
https://github.com/heranmane/label_studio_images/tree/main/twitter_data/mixed_images/2018mixed/1026212143761256449g.png,"@krassenstein 🗣️ ""TeLL 👏... #THETRUTH aNd SHAME 👏... ThE 👏... DE 👏... ViL 👏!.."" #Trump is #definitely A #catalyst fOr tHe riSe of #hatred #fear #racism #Nationalism #VoterSuppression #ReligiousLibertyTaskForce #theocracy #Hypocrisy #lying #bigotry #ignorance #xenophobia &amp; #Segregation https://t.co/1c8w8UIumy"
https://github.com/heranmane/label_studio_images/tree/main/twitter_data/mixed_images/2018mixed/1026212164409802752g.png,“In our state people of faith join with people of good will to pray and work for a nation where we welcome our refugee and immigrant sisters and brothers into our communities; work to restore our creation; and advocate with our houseless neighbors...” #DecisionAmerica https://t.co/TiZC254SMU
https://github.com/heranmane/label_studio_images/tree/main/twitter_data/mixed_images/2018mixed/1026212642543812608g.png,@amjoyshow @ElieNYC Stop pulling Labron into your racist homaphobe anti semetic trap. Let him shine for all America. https://t.co/zhSZCMNwiN
https://github.com/heranmane/label_studio_images/tree/main/twitter_data/mixed_images/2018mixed/1026214138010193920g.png,I think this fur has different names on different sites. Copper/rose gold luxury shag/Mongolian Was used on Rivalo and Pepper Coyote. 3.5 yards $70 + shipping #FurSale https://t.co/3Ff85CUkp9
https://github.com/heranmane/label_studio_images/tree/main/twitter_data/mixed_images/2018mixed/1026214693185179648g.png,"and ate at a Puerto Rican-Japanese (??) hibachi place (my first hibachi ever, they call it japarican) and wow I loved it watch til the end for a surprise https://t.co/BF5x3B70sC"
https://github.com/heranmane/label_studio_images/tree/main/twitter_data/mixed_images/2018mixed/1026216128069001216g.png,"@trooper2121 Amen to that; even tho I'm a Damn Yankee I support the south as part of our great #AmericanHistory which should never be erased~! It's not about #Racism, it's about #Pride~! Erase it &amp; your doomed to repeat the mistakes of the past &amp; we don't want that ever again~!👍🏻🇺🇸😎 https://t.co/3Rvoszud7i"
https://github.com/heranmane/label_studio_images/tree/main/twitter_data/mixed_images/2018mixed/1026216797480120320g.png,A beautiful bi stopping by 😍🌈#vibrantqueers https://t.co/2yv8UzrsjU
https://github.com/heranmane/label_studio_images/tree/main/twitter_data/mixed_images/2018mixed/1026224919544311809g.png,"@muttmomof3 @NickMargerrison @RealCandaceO Yes, Africa is a continent. Slavery does go on there, to this day. She said what country in Africa would you rather move to? https://t.co/90718NNsju"
https://github.com/heranmane/label_studio_images/tree/main/twitter_data/mixed_images/2018mixed/1026227657594232832g.png,My 2017 Jeep Grand Senator Warren. A white Cherokee. https://t.co/vfBTYufBEX
https://github.com/heranmane/label_studio_images/tree/main/twitter_data/mixed_images/2018mixed/1026229570255474688g.png,Aug 19th 8:30 @Cornbreadkitchen Presents The Black Twitter Show @UCBinnersanctum . It’s the Fist Show the group is producing and doing Sketch &amp; Improv off the Black Twitter Ish. Guest Performers and it’s Free 99. #BlackTwitterCBK https://t.co/SDTf0nzhOW
https://github.com/heranmane/label_studio_images/tree/main/twitter_data/mixed_images/2018mixed/1026229668364595200g.png,Celebrating the #Dominican family connections. #NationalSistersDay https://t.co/nF2lc84NeR
https://github.com/heranmane/label_studio_images/tree/main/twitter_data/mixed_images/2018mixed/1026233299809710080g.png,"#LGBTI persons are too often targets of violence and hate crime around the globe. Together we must promote the universality of #humanrights to ensure that everyone, regardless of their gender identity or sexual orientation, enjoys these rights without discrimination #Pride2018 https://t.co/vLQV3lM5pp"
https://github.com/heranmane/label_studio_images/tree/main/twitter_data/mixed_images/2018mixed/1026235855831293954g.png,Primeros viajes en #drone #Oaxaca #Mex https://t.co/SFhnwNvLtz
https://github.com/heranmane/label_studio_images/tree/main/twitter_data/mixed_images/2018mixed/1026237133172830208g.png,"Are you joining us this Thursday, #UWaterloo? 🎨 Our iBASE students are fundraising for @RenisonCollege’s #Refugee Language Fund. Help newcomers to #KWawesome receive access to #EnglishLanguage education by donating to the fund. #watregion #UWcommunity #ESL @ImmigrationWR https://t.co/CoRCe53vx2"
https://github.com/heranmane/label_studio_images/tree/main/twitter_data/mixed_images/2018mixed/1026238700303384576g.png,Esta fue la última parada. #Tula #Tamaulipas 🌵 https://t.co/QiKJZhufwA
https://github.com/heranmane/label_studio_images/tree/main/twitter_data/mixed_images/2018mixed/1026240116447166467g.png,Props to Randy Moss for using his platform for something good #BlackLivesMatter #NFLHallOfFame https://t.co/3X4pgUG6XF
https://github.com/heranmane/label_studio_images/tree/main/twitter_data/mixed_images/2018mixed/1026242456264822784g.png,Me: Watching criminal minds: “This unsub is a Caucasian male between the ages of 20 - 40” Me: https://t.co/NU8WfxwaPX
https://github.com/heranmane/label_studio_images/tree/main/twitter_data/mixed_images/2018mixed/1026244146779095040g.png,"“El Columpio”...La VozBand En Kikapoo Casino Hotel,Saludos Raza 🎤✌🏼!!! https://t.co/sS2j0SRgei"
https://github.com/heranmane/label_studio_images/tree/main/twitter_data/mixed_images/2018mixed/1026244403323699200g.png,"Jamaica stand up! Celebrating Independence! To all my Jamaicans big up yuh self! Bless Up our people, bless our country! https://t.co/M2I1R8bCYo"
https://github.com/heranmane/label_studio_images/tree/main/twitter_data/mixed_images/2018mixed/1026245234315993088g.png,Happy B.C. Day weekend!! Come on down with loved ones and enjoy what the best Korean cuisine has to offer!! ★★★ See our awesome menu ☞ https://t.co/o4Dx4IUK8R #Korean #Restaurant #Robson #WestendYVR #Vancouver #Weekend #BCDay https://t.co/R1jd4SKd07
https://github.com/heranmane/label_studio_images/tree/main/twitter_data/mixed_images/2018mixed/1026245235037401088g.png,Happy B.C. Day weekend!! Come on down with loved ones and enjoy what the best Korean BBQ restaurant has to offer!! ★★★ ee our awesome menu ☞ https://t.co/OaqNUBq2A9 #Korean #BBQ #Restaurant #RichmondBC #Weekend #BCDay https://t.co/yAnNAswtSn
https://github.com/heranmane/label_studio_images/tree/main/twitter_data/mixed_images/2018mixed/1026248058953183232g.png,I really pop my shit in real life off the internet too😂😂 nigga in the Sunday paper.. Boss 😎🖤💣🤫 https://t.co/leBdEJXcq5
https://github.com/heranmane/label_studio_images/tree/main/twitter_data/mixed_images/2018mixed/1026250956818735105g.png,"@TalbertSwan @KingJames @realDonaldTrump Fake News. The pics of kids in cages are from racist Lebron’s buddy, @BarackObama Trump treated them well https://t.co/RnqGQJOJ5D"
https://github.com/heranmane/label_studio_images/tree/main/twitter_data/mixed_images/2018mixed/1026251834317570048g.png,"🗓 Aug 5, 2018 (2 rides) 🚴🏽‍♂️ 67.31 mi ⏱ 7:40:59 🔥 4424 kcal Saw some geese. Saw some chipmunks. Rode in some mud. Ate some Mexican food for lunch. https://t.co/7Q6PKm7Wtl"
https://github.com/heranmane/label_studio_images/tree/main/twitter_data/mixed_images/2018mixed/1026255579155771393g.png,Amazing moment - Malaysian defense Minister welcomes the Canadian Defence minister!!!😳 That means it’s time change INDIAN DEFENCE MINISTER 😜😜😳😳😳 !!!!!!!!!!!!!!! OR 😳😳 🇮🇳 India exports now DEFENCE Minister’s in world !!!!!!!!!!!!!!!!! This is New India 🇮🇳 https://t.co/6D550vX0Em
https://github.com/heranmane/label_studio_images/tree/main/twitter_data/mixed_images/2018mixed/1026256183156342784g.png,"The #UCCan, adding another push to 50+ years of anti-racism, could heed Frances Lee's warning: ""There is an underlying current of fear in my activist, queer, and trans people of colour communities.... It is the fear of appearing impure."" #CDNpoli #gc43 https://t.co/xCni9ntQkN https://t.co/THQRI0lg1P"
https://github.com/heranmane/label_studio_images/tree/main/twitter_data/mixed_images/2018mixed/1026256350454710272g.png,"@TheQualeCall You one of them, “i have no point to make but i feel like being heard and argumentative, so lemme challenge your grammar” type niggas lol By the way, i used the word and phase correctly in that context. Check the synonyms and Come harder. https://t.co/ppLI8GhJen"
https://github.com/heranmane/label_studio_images/tree/main/twitter_data/mixed_images/2018mixed/1026258616561672192g.png,"#90DayFiance is it somewhat racist that she has him saved in her phone as ""My Sexy Nigerian?"" https://t.co/1vMMxkjjwA"
https://github.com/heranmane/label_studio_images/tree/main/twitter_data/mixed_images/2018mixed/1026264304465543168g.png,Going to see Mission: Impossible and the Chinese Theatre and parked next to this car. Anyone back in the homeland recognize them? Looks like they need a wash. https://t.co/0fec5lhU1h
https://github.com/heranmane/label_studio_images/tree/main/twitter_data/mixed_images/2018mixed/1026264342675771393g.png,Who is this Asian girl? What does she do? #BB20 https://t.co/AhOVBUf00P
https://github.com/heranmane/label_studio_images/tree/main/twitter_data/mixed_images/2018mixed/1026264870826795008g.png,I came to my this drag show alone because I am all I need. Wish me look. https://t.co/yFlilV9EyD
https://github.com/heranmane/label_studio_images/tree/main/twitter_data/mixed_images/2018mixed/1026265355268833280g.png,Que Viva La Mujer Latina 💓🎉💅🏼🎀 https://t.co/ElA6ek9qFo
https://github.com/heranmane/label_studio_images/tree/main/twitter_data/mixed_images/2018mixed/1026268254950621189g.png,.@Gob_NuevoLaredo: Sancionan 16 Establecimientos de Distintos Giros por Contaminar en #NLD https://t.co/B3BoxCP2LN #LoMasLeido #NuevoLaredo #FelizLunes #Reynosa #Matamoros #CdVictoria #Tampico #Madero #Coahuila #Durango #CDMX #Edomex #Monterrey #NuevoLeón #Veracruz #Tamaulipas https://t.co/Dixx8bsRK9
https://github.com/heranmane/label_studio_images/tree/main/twitter_data/mixed_images/2018mixed/1026268501848334337g.png,#cuandotepiensosiento es ahora una tendencia en #MexicoCity https://t.co/5M1igDbjTS https://t.co/wnJjjituZf
